id,content,score,content_length,cleaned_content,keywords_str
2743,用着不错,5,4,用着不错,不错
2744,"很好，苹果出的东西质量还是很不错的。京东自营值得信赖，正品。
本来想买个7plus大内存的，结果发现8plus优惠力度这么大。果断双十一出手抢到一部。一个系统用习惯了，就觉得比较实用吧！",5,93,很好苹果出的东西质量还是很不错的京东自营值得信赖正品 本来想买个大内存的结果发现优惠力度这么大果断双十一出手抢到一部一个系统用习惯了就觉得比较实用吧,双十 一部 优惠 果断 实用 自营 本来 习惯 信赖 发现 内存 正品 觉得 苹果 质量
2745,总体还可以，物流快，屏幕反应还算灵活，第一次在网上买手机。可直得我奋努的市，我8月6号买的，999元一台，7号刚收到，就降了949元，说有保价，这个差价如何申请补回来，电子发票不知什么时候发过来的，如果不补差价想退货了，好像被坑一样,5,116,总体还可以物流快屏幕反应还算灵活第一次在网上买手机可直得我奋努的市我月号买的元一台号刚收到就降了元说有保价这个差价如何申请补回来电子发票不知什么时候发过来的如果不补差价想退货了好像被坑一样,不知 发票 申请 回来 退货 一台 好像 买手机 网上 第一次 反应 物流 屏幕 收到
2746,哈哈家科技股份 v 家哪个更,5,14,哈哈家科技股份 家哪个更,
2747,帮老人买的，送货速度很快，质量也可以，到目前使用为止。,5,27,帮老人买的送货速度很快质量也可以到目前使用为止,送货 老人 质量 使用 很快 速度
2748,手机一点也不卡  电池也很好  可以用好久  送给朋友他很喜欢  打游戏也行,5,38,手机一点也不卡 电池也很好 可以用好久 送给朋友他很喜欢 打游戏也行,好久 送给 打游戏 不卡 朋友 一点 电池 喜欢 手机
2749,电池续航能力用了一天感觉还可以，屏幕是全屏的很不错，真会手感也是很棒的，运行速度超快，手机目前没有什么问题，比较满意的一次购物,5,63,电池续航能力用了一天感觉还可以屏幕是全屏的很不错真会手感也是很棒的运行速度超快手机目前没有什么问题比较满意的一次购物,比较满意 全屏 能力 超快 很棒 续航 购物 一天 运行 电池 问题 手感 屏幕 感觉 速度
2750,很好，十分喜欢，就是发的手机壳有点亮眼我一大老爷们用了个十分&ldquo;漂亮&rdquo;的手机壳,5,50,很好十分喜欢就是发的手机壳有点亮眼我一大老爷们用了个十分漂亮的手机壳,十分 漂亮 手机 喜欢
2751,我的iPhone 8是18年五月十三号左右出厂的，深圳富士康出厂，购买日期六月十六号，能买到一个月前的机子还算正常，回来之后出厂系统iOS11.3.1，上了苹果官网查询了序列号未激活，一切正常，首先说外观，外观真的很漂亮双面玻璃，可能正如传说中的深圳富士康的品控最好，我的iPhone 8不存在玻璃间隙过大，我觉得我的iPhone 8外观很完美，是新机没错了！再说说性能，性能真的很强大，省电模式玩游戏不烫，刺激战场开省电模式一点都不卡，更别说日常应用了，日常使用省电模式完全可以，关了省电模式简直是流畅到爆炸，系统方面嘛，iOS11不想吐槽，这是系统的问题了，小的bug存在，但是已经不影响使用了，强迫症另说，据说iOS12表现非常好，想等到iOS正式版稳定了再更新到12现在先不更新停留在iOS11.3.1，拍照方面，拍照真的挺强大的，慢动作，录视频都非常的给力，还支持4k60帧视频录制真的真的非常清楚！在泰国拍泰国的美景也非常的给力（评论图片有我用iPhone 8拍的美丽景色），总之对这次购物还是挺满意的，当时入手的价格是4499，现在好像在慢慢升价，所以想入手的朋友推荐入手哟！,5,495,我的 是年五月十三号左右出厂的深圳富士康出厂购买日期六月十六号能买到一个月前的机子还算正常回来之后出厂系统上了苹果官网查询了序列号未激活一切正常首先说外观外观真的很漂亮双面玻璃可能正如传说中的深圳富士康的品控最好我的 不存在玻璃间隙过大我觉得我的 外观很完美是新机没错了再说说性能性能真的很强大省电模式玩游戏不烫刺激战场开省电模式一点都不卡更别说日常应用了日常使用省电模式完全可以关了省电模式简直是流畅到爆炸系统方面嘛不想吐槽这是系统的问题了小的存在但是已经不影响使用了强迫症另说据说表现非常好想等到正式版稳定了再更新到现在先不更新停留在拍照方面拍照真的挺强大的慢动作录视频都非常的给力还支持帧视频录制真的真的非常清楚在泰国拍泰国的美景也非常的给力评论图片有我用 拍的美丽景色总之对这次购物还是挺满意的当时入手的价格是现在好像在慢慢升价所以想入手的朋友推荐入手哟,模式 出厂 真的 入手 存在 非常 日常 系统 强大 更新 外观 视频 玻璃 性能 方面
2752,性能还不错，就是网速真的有问题,5,15,性能还不错就是网速真的有问题,网速 性能 真的 问题 不错
2753,用起来还不错。,5,7,用起来还不错,起来 不错
2754,很好,5,2,很好,
2755,还可以,5,3,还可以,
2756,京东自营是送货快 这手机包装就有点不行了  前面两个月买的三星手机都是纸箱子装的 这就一个袋子装的手机盒都压变形了 要是手机压坏了算谁的，手机看上去不错  大 屏幕还好 颜色好看 老婆用不打游戏不知道很吓人的技术如何  拍照一般般 感觉照片不太真实样 声音很大 但喇叭放出来的效果就么法说了  和他用的上一个nova 2么法比 充电还好可以接受 赠品没法选择  耳机屋里都还有两个新的 这点商家没做的人性化。电池一天一充 总体还不错  颜值高  老婆喜欢就好,5,229,京东自营是送货快 这手机包装就有点不行了 前面两个月买的三星手机都是纸箱子装的 这就一个袋子装的手机盒都压变形了 要是手机压坏了算谁的手机看上去不错 大 屏幕还好 颜色好看 老婆用不打游戏不知道很吓人的技术如何 拍照一般般 感觉照片不太真实样 声音很大 但喇叭放出来的效果就么法说了 和他用的上一个 么法比 充电还好可以接受 赠品没法选择 耳机屋里都还有两个新的 这点商家没做的人性化电池一天一充 总体还不错 颜值高 老婆喜欢就好,老婆 两个 还好 手机 吓人 前面 没法 看上去 一般般 一充 人性化 不太 这点 赠品 技术
2757,不错，支持国货！,5,8,不错支持国货,国货 支持 不错
2758,用了一阵了，画面啊之类的都不错，如果通话音量能调得更大些就好了,5,31,用了一阵了画面啊之类的都不错如果通话音量能调得更大些就好了,画面 音量 通话 不错
2759,很不错速度很快东西很满意支持华为,5,16,很不错速度很快东西很满意支持华为,东西 支持 满意 很快 速度 不错
2760,29号抢到30号到上海发货！玩了一天也就一般吧，联通大王卡信号太低信号最低两格最高三格。游戏也试了，吃鸡游戏信号很好用流量玩了。相机很清晰！吐槽一下充电要两个半小时，一般快充一个半小时充满还是边玩边充。要不是一加3t手机坏了也不会买小米8。黑鲨手机也不错就是系统是新的不想体验新系统，小米8亮点相机和性价比。包装太差了。以前还有缓冲汽袋。大屏幕玩游戏真不方便。845处理器玩什么游戏也不卡。就这些了也没好吐槽的。要性价比就不要考虑其他的。小米以前没用过！小爱同学吹得很牛不好用，没有魅族语音好！,5,247,号抢到号到上海发货玩了一天也就一般吧联通大王卡信号太低信号最低两格最高三格游戏也试了吃鸡游戏信号很好用流量玩了相机很清晰吐槽一下充电要两个半小时一般快充一个半小时充满还是边玩边充要不是一加手机坏了也不会买小米黑鲨手机也不错就是系统是新的不想体验新系统小米亮点相机和性价比包装太差了以前还有缓冲汽袋大屏幕玩游戏真不方便处理器玩什么游戏也不卡就这些了也没好吐槽的要性价比就不要考虑其他的小米以前没用过小爱同学吹得很牛不好用没有魅族语音好,信号 相机 游戏 系统 性价比 吐槽 亮点 小爱 没用过 魅族 最高 语音 充满 同学 考虑
2761,屏幕效果很不错，配件很齐全。！很喜欢，刚入手，使用起来很流畅！,5,31,屏幕效果很不错配件很齐全很喜欢刚入手使用起来很流畅,齐全 配件 入手 起来 效果 使用 流畅 屏幕 喜欢 不错
2762,给家人买的，三天就系统卡死一次，强制重启。机子不耐脏，拿手上容易起油垢。,4,36,给家人买的三天就系统卡死一次强制重启机子不耐脏拿手上容易起油垢,重启 三天 容易 机子 系统
2763,哇塞很喜欢的耶哈哈哈超级喜欢和想象中的一样并没有让我失望,5,28,哇塞很喜欢的耶哈哈哈超级喜欢和想象中的一样并没有让我失望,哈哈哈 喜欢 失望 想象 超级 没有
2764,试用了一天，这个价格能买到这么心仪的手机，很开心，很惊喜，以后对酷派刮目相看了！,5,40,试用了一天这个价格能买到这么心仪的手机很开心很惊喜以后对酷派刮目相看了,酷派 开心 惊喜 试用 以后 一天 价格 手机
2765,给妈妈买听他说用着不错，这个月我在这家店已经买两个了，很赞,5,29,给妈妈买听他说用着不错这个月我在这家店已经买两个了很赞,这家 两个 妈妈 不错
2766,手机已到货，相当漂亮，个人很喜欢。,5,17,手机已到货相当漂亮个人很喜欢,个人 相当 到货 漂亮 喜欢 手机
2767,"现在电子产品还只敢在京东购买，看了很多评论还是很担心会买到别人退货的机器，但是打开以后仔细看了一下外观完美。总体来京东还是非常值得信赖的。试用几天后再评判吧，已经激活所以也不可能退货货的。希望给力一些。本来想买小米八的，但是需要抢，而且我也没有抢到，伤心? 只能选苹果啦
京东送货就是快呀 快的让人吃惊，定时九点至十点到，九点半准时敲门，这个还是超级牛的。现在京东比其他公司最大的优势就是这个啦!京东继续加油↖(^&omega;^)↗",5,217,现在电子产品还只敢在京东购买看了很多评论还是很担心会买到别人退货的机器但是打开以后仔细看了一下外观完美总体来京东还是非常值得信赖的试用几天后再评判吧已经激活所以也不可能退货货的希望给力一些本来想买小米八的但是需要抢而且我也没有抢到伤心 只能选苹果啦 京东送货就是快呀 快的让人吃惊定时九点至十点到九点半准时敲门这个还是超级牛的现在京东比其他公司最大的优势就是这个啦京东继续加油,退货 京东 准时 十点 仔细 加油 最大 公司 别人 激活 试用 担心 继续 只能 本来
2768,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
2769,给老妈买的，她用着挺喜欢的。视频看电影刚刚好，性价比高,5,27,给老妈买的她用着挺喜欢的视频看电影刚刚好性价比高,电影 刚刚 老妈 视频 性价比 喜欢
2770,外觀看起來還不錯，就是連WLAN不咋滴，時常斷開連接,3,26,外觀看起來還不錯就是連不咋滴時常斷開連接,
2771,使用体验还不错！对得起这个价格。,5,16,使用体验还不错对得起这个价格,对得起 体验 价格 使用 不错
2772,手机显示很好，音质不错，晚上拿去广场跳舞声音很大！,5,25,手机显示很好音质不错晚上拿去广场跳舞声音很大,音质 显示 晚上 很大 声音 不错 手机
2773,第一次购买的，网络信号弱，换了一部新的。颜值也不错。给妈妈买的。她挺满意！,5,37,第一次购买的网络信号弱换了一部新的颜值也不错给妈妈买的她挺满意,网络 一部 信号 妈妈 颜值 第一次 购买 满意 不错
2774,手机很好用 不卡顿 外观很好看,5,15,手机很好用 不卡顿 外观很好看,卡顿 好看 外观 手机
2775,手机很好用，用了一段时间才来平价，很值,5,19,手机很好用用了一段时间才来平价很值,很值 一段时间 手机
2776,手机在更新系统，还没用，先说下第一印象，快递包装不好，就给了个纸箱子装着，连一层泡沫纸都没有，现在天气热打开包装手机都是烫的&hellip;&hellip;而且手机在里面颠来颠去，装货的时候扔来扔去，万一磕坏了怎么说？有塑封膜，里面的膜也是完好的，但是有点小脏，不过也无所谓了。手机看起来倒是不错，预装软件有点多但是都可以卸载，下巴和刘海拿到手上看也没那么丑，机身颜色很满意，不是图上渲染的那种鲜艳绿也不是绿豆蝇成精，偏蓝有点像石青色，后盖玻璃也是一样，不同的角度看会渐变紫色，超级好看的。买之前这个颜色和海鸥灰我犹豫了很久，最终下手这个，拿到实物不后悔。机身宽度和荣耀6差不多，就是长一点，单手持握很舒服，女孩子用起来很方便。沾指纹是肯定沾的，像我这样的汗手更是。指纹解锁超快，网上说屏不好我没看出来什么&hellip;&hellip;说摄像头歪我也没看出来&hellip;&hellip;说后盖缝大我感觉还是相当紧密的&hellip;&hellip;暂时就只有这些粗浅的认识，以后的使用体验会再来追评。上一部荣耀6用了四年，现在也只是反应慢了，各种部件正常老化。希望这部10也可以用的久一点。不知不觉也是全家华为了&hellip;&hellip;全部图片没有滤镜也没有色差，实物拍摄，用的荣耀6。,5,550,手机在更新系统还没用先说下第一印象快递包装不好就给了个纸箱子装着连一层泡沫纸都没有现在天气热打开包装手机都是烫的而且手机在里面颠来颠去装货的时候扔来扔去万一磕坏了怎么说有塑封膜里面的膜也是完好的但是有点小脏不过也无所谓了手机看起来倒是不错预装软件有点多但是都可以卸载下巴和刘海拿到手上看也没那么丑机身颜色很满意不是图上渲染的那种鲜艳绿也不是绿豆蝇成精偏蓝有点像石青色后盖玻璃也是一样不同的角度看会渐变紫色超级好看的买之前这个颜色和海鸥灰我犹豫了很久最终下手这个拿到实物不后悔机身宽度和荣耀差不多就是长一点单手持握很舒服女孩子用起来很方便沾指纹是肯定沾的像我这样的汗手更是指纹解锁超快网上说屏不好我没看出来什么说摄像头歪我也没看出来说后盖缝大我感觉还是相当紧密的暂时就只有这些粗浅的认识以后的使用体验会再来追评上一部荣耀用了四年现在也只是反应慢了各种部件正常老化希望这部也可以用的久一点不知不觉也是全家华为了全部图片没有滤镜也没有色差实物拍摄用的荣耀,荣耀 实物 后盖 里面 机身 不好 颜色 没有 一点 拿到 指纹 包装 不是 手机 紫色
2777,老人用着说挺好的,5,8,老人用着说挺好的,老人
2778,东西不错，下次还会继续购买,5,13,东西不错下次还会继续购买,还会 继续 下次 购买 东西 不错
2779,"支持国产的举个爪，国货当自强。
HUAWEI 第一台智能机到P20！
烂苹果当做备用机，有一天把全家的烂苹果都换掉！",5,58,支持国产的举个爪国货当自强 第一台智能机到 烂苹果当做备用机有一天把全家的烂苹果都换掉,苹果 第一台 备用机 国货 国产 一天 支持
2780,还行吧。一如既往的小米。红米,5,14,还行吧一如既往的小米红米,一如既往 红米 还行 小米
2781,第一次网购手机，心情复杂，但收到后用了这么久了也没问题，网购还是值得信任的，很满意,5,41,第一次网购手机心情复杂但收到后用了这么久了也没问题网购还是值得信任的很满意,网购 这么久 信任 第一次 值得 问题 满意 收到 手机
2782,不错，挺好的。性价比高，一直用小米手机。京东物流杠杠的快！！！！,5,32,不错挺好的性价比高一直用小米手机京东物流杠杠的快,用小米 杠杠 物流 性价比 京东 不错 手机
2783,很好看很好用就是不知道用一段时间后卡不卡,5,20,很好看很好用就是不知道用一段时间后卡不卡,不卡 一段时间 知道 好看
2784,还没开始用 ，就是可惜没有小赠品送，有点不高兴。,5,24,还没开始用 就是可惜没有小赠品送有点不高兴,高兴 可惜 赠品 没有
2785,非常不错，物流很快，这款手机的性价比非常高啊。配置很高！！！！非常推荐！！！！蓝色很漂亮，老婆收到后非常喜欢！！！！下次还会光顾的！！！五星好评！！！？,5,76,非常不错物流很快这款手机的性价比非常高啊配置很高非常推荐蓝色很漂亮老婆收到后非常喜欢下次还会光顾的五星好评,非常 五星 蓝色 还会 老婆 下次 推荐 配置 很漂亮 好评 物流 性价比 很快 收到 喜欢
2786,还不错，就是没耳机，哈哈哈，激动了那么久，到后面懒得去激动了，快递才送到，生日也过了，嗷,5,44,还不错就是没耳机哈哈哈激动了那么久到后面懒得去激动了快递才送到生日也过了嗷,激动 懒得 哈哈哈 后面 送到 耳机 快递 不错
2787,#分12期买的，看评论好多瑕疵机器，犹豫了好久还是买了，因为工作了，换一个手机工作用，手机收到后，马上就查序列号，嗯没激活，用了也有3.4天了整体不错，就是包装有点差，像素不清晰将就将就,5,93,分期买的看评论好多瑕疵机器犹豫了好久还是买了因为工作了换一个手机工作用手机收到后马上就查序列号嗯没激活用了也有天了整体不错就是包装有点差像素不清晰将就将就,工作 分期 瑕疵 马上 犹豫 好久 激活 好多 机器 整体 评论 像素 清晰 包装 手机
2788,畅玩7x，手感极佳，和荣耀9差不多，屏幕分辨率高，看视频爽，操作系统一如既往的好用，支持华为荣耀！唯一有点瑕疵的是音质不太好，听音乐感觉有点怪怪的。游戏方面不考虑，买来给老妈用的，总之，五星好评哦，千元机里面选7X绝对值！,5,111,畅玩手感极佳和荣耀差不多屏幕分辨率高看视频爽操作系统一如既往的好用支持华为荣耀唯一有点瑕疵的是音质不太好听音乐感觉有点怪怪的游戏方面不考虑买来给老妈用的总之五星好评哦千元机里面选绝对值,荣耀 极佳 瑕疵 不太好 五星 考虑 音乐 一如既往 买来 唯一 差不多 老妈 里面 音质 千元
2789,手机买了一个多月了现在才晒晒不好意思，手机很好，用过的人都知道的?,5,33,手机买了一个多月了现在才晒晒不好意思手机很好用过的人都知道的,一个多月 知道 手机
2790,已经第二次购买这款手机了，声音大，信号强，待机时间长。,5,27,已经第二次购买这款手机了声音大信号强待机时间长,待机时间 第二次 信号 声音 购买 手机
2791,#，价格适合估计我婆婆红牛,5,13,价格适合估计我婆婆红牛,估计 适合 价格
2792,刚买了9天就降价220元，超级郁闷，不过手机确实还不错，向客服投诉，结果返了我5000个豆，也不错，支持,5,52,刚买了天就降价元超级郁闷不过手机确实还不错向客服投诉结果返了我个豆也不错支持,降价 超级 确实 客服 不错 支持 手机
2793,还是不错的，现在用的荣耀v10，感觉区别不大，音质有所提升。拍摄还没试过,5,36,还是不错的现在用的荣耀感觉区别不大音质有所提升拍摄还没试过,没试 区别 提升 拍摄 音质 荣耀 感觉 不错
2794,"给媳妇买的，正好秒杀，虽然跟不上双十一优惠，但4599入手也算可以了。没有出现很多人所说的重启卡顿问题，官网查询激活日期准确，正品无误，很喜欢。除了后盖是玻璃的，其实个7没啥区别。开手电筒的时候感觉前面都透光，通病吧，带上套套好多了！给京东物流打call,真心很快，快递小哥很棒，送货上门！",5,145,给媳妇买的正好秒杀虽然跟不上双十一优惠但入手也算可以了没有出现很多人所说的重启卡顿问题官网查询激活日期准确正品无误很喜欢除了后盖是玻璃的其实个没啥区别开手电筒的时候感觉前面都透光通病吧带上套套好多了给京东物流打真心很快快递小哥很棒送货上门,日期 媳妇 前面 重启 秒杀 正好 双十 区别 官网 优惠 后盖 激活 好多 真心 出现
2795,手机不错，用着偶尔会发烫,5,12,手机不错用着偶尔会发烫,偶尔 发烫 不错 手机
2796,很好用  不错,5,7,很好用 不错,不错
2797,容易耗电,3,4,容易耗电,耗电 容易
2798,手机不好用，时不时的会死机，声音或大或小的，反映慢，卡1经常性是读取不出来,1,37,手机不好用时不时的会死机声音或大或小的反映慢卡经常性是读取不出来,死机 反映 出来 不好 声音 手机
2799,荣耀play手感超好，外形很美，关键是运行很流畅，不卡顿，打游戏最佳选择，物美价廉，京东快递真的快，满意满意满意。,5,57,荣耀手感超好外形很美关键是运行很流畅不卡顿打游戏最佳选择物美价廉京东快递真的快满意满意满意,满意 关键 物美价廉 外形 打游戏 选择 卡顿 荣耀 真的 快递 运行 手感 流畅 京东
2800,谢谢店家，手机运行很流畅，手感不错，是正品，店家服务态度很好，给个赞，下次还会过来买,5,42,谢谢店家手机运行很流畅手感不错是正品店家服务态度很好给个赞下次还会过来买,店家 过来 还会 谢谢 服务态度 下次 正品 运行 手感 流畅 不错 手机
2801,我一起买了两个，给家里老人买的，开机以后卡，用着看看吧。,5,28,我一起买了两个给家里老人买的开机以后卡用着看看吧,一起 家里 开机 看看 两个 老人 以后
2802,以后京东发货希望发票不要粘在包装袋上，这点我很不满意。再说这部手机，除了屏幕很渣，虚拟键没有灯之外，其他的都还可以，性价比非常高。毕竟就这个价。但是屏幕真的是太渣了！,3,83,以后京东发货希望发票不要粘在包装袋上这点我很不满意再说这部手机除了屏幕很渣虚拟键没有灯之外其他的都还可以性价比非常高毕竟就这个价但是屏幕真的是太渣了,虚拟 之外 屏幕 发票 部手机 这点 不要 毕竟 发货 以后 希望 真的 满意 性价比 非常
2803,运行速度快，外形很漂亮，画质也很好，只是电池容量小了点，充电头有点烫，还有就是音质不太好。,5,45,运行速度快外形很漂亮画质也很好只是电池容量小了点充电头有点烫还有就是音质不太好,电池容量 画质 不太好 外形 音质 很漂亮 充电 运行 速度
2804,给儿子买的，目前来看还不错，性价比ok,5,19,给儿子买的目前来看还不错性价比,儿子 来看 性价比 不错
2805,手机很好，很有质感，去店里鉴定是新机，未激活的，没有瑕疵，一次买了很多手机壳手机膜，真的很喜欢，上次买的iPhone5S也很舒心，6plus也在自营这里买的，很好的机子，嘿嘿,5,87,手机很好很有质感去店里鉴定是新机未激活的没有瑕疵一次买了很多手机壳手机膜真的很喜欢上次买的也很舒心也在自营这里买的很好的机子嘿嘿,上次 未激活 瑕疵 质感 新机 手机 自营 机子 很多 真的 喜欢 没有
2806,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
2807,京东服务很好，618的发货配送也不错，红米6a高性价比，适合老人、小孩、当备用机使用，这新款还是不错的。,5,52,京东服务很好的发货配送也不错红米高性价比适合老人小孩当备用机使用这新款还是不错的,高性价比 新款 备用机 配送 红米 适合 服务 不错 老人 发货 使用 京东
2808,还可以,5,3,还可以,
2809,买来备用机 速度很快 六内存够好,5,16,买来备用机 速度很快 六内存够好,备用机 买来 内存 很快 速度
2810,电视续航很棒，外观设计也很棒，很适合老年人用,5,22,电视续航很棒外观设计也很棒很适合老年人用,很棒 外观设计 老年人 适合 续航
2811,帮老爸买的老人机，他说手机电话簿字体有点细，如果大点就更好，用上手很轻便。希望电池能耐用吧！,5,46,帮老爸买的老人机他说手机电话簿字体有点细如果大点就更好用上手很轻便希望电池能耐用吧,字体 更好 老爸 老人 希望 电池 手机
2812,物美价廉，给刚上高二的学生买的，很划算，反应挺快的。,5,26,物美价廉给刚上高二的学生买的很划算反应挺快的,物美价廉 划算 挺快 反应
2813,照片找不到啊！现在用着挺好的，,5,15,照片找不到啊现在用着挺好的,照片 不到
2814,发货速度很快，值得购买哦，快递小哥送货也很快,5,22,发货速度很快值得购买哦快递小哥送货也很快,很快 送货 发货 购买 值得 快递 速度
2815,速度什么的还行，不过屏幕很一般，备用机,5,19,速度什么的还行不过屏幕很一般备用机,备用机 还行 屏幕 速度
2816,还行,5,2,还行,
2817,手机大气手感不错价格实惠但愿质量好。,5,18,手机大气手感不错价格实惠但愿质量好,大气 实惠 价格 质量 手感 不错 手机
2818,给儿子买的，他说他从小想当一个社会人，我听了挺高兴的，为了支持儿子，就给儿子买了这个手机，希望以后他可以好好当一个社会人，继续做他的通州区扛把子，顺便说一下京东物流是真的快,5,86,给儿子买的他说他从小想当一个社会人我听了挺高兴的为了支持儿子就给儿子买了这个手机希望以后他可以好好当一个社会人继续做他的通州区扛把子顺便说一下京东物流是真的快,儿子 高兴 好好 继续 以后 一下 希望 支持 真的 物流 京东 手机
2819,好用，老头很喜欢。,5,9,好用老头很喜欢,好用 喜欢
2820,用了几天，没问题,5,8,用了几天没问题,几天 问题
2821,拍照效果很牛逼，手机很棒，反应很快,5,17,拍照效果很牛逼手机很棒反应很快,很棒 反应 效果 拍照 很快 手机
2822,给老人买的       方便好用,5,16,给老人买的 方便好用,好用 方便 老人
2823,给公公买的，我个人很满意，没好意思问公公用的怎么样，这个价格也很实惠的了，好评,5,39,给公公买的我个人很满意没好意思问公公用的怎么样这个价格也很实惠的了好评,个人 实惠 好评 价格 满意
2824,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
2825,物流很快，手机很好用，符合我对于手机要求,5,20,物流很快手机很好用符合我对于手机要求,符合 要求 手机 物流 很快
2826,手机不错，手感好，拍照清晰，4+64G很满意,5,22,手机不错手感好拍照清晰很满意,清晰 满意 手感 拍照 不错 手机
2827,第一次使用360手机，玩了几天才来评论，总的来说还是很不错的，感觉同价位的手机都没有这个配置，我是不是赚到了？？手机还能当镜子用！很好！！！！！,5,72,第一次使用手机玩了几天才来评论总的来说还是很不错的感觉同价位的手机都没有这个配置我是不是赚到了手机还能当镜子用很好,镜子 同价位 是不是 手机 评论 配置 第一次 几天 使用 感觉 没有 不错
2828,还可以，不管是外观还是性能，都还可以,4,18,还可以不管是外观还是性能都还可以,性能 外观
2829,手机可以是正版、非常不错、便宜900块钱还是不错的、运行比安卓快的多、照相没有X20号、可能是是拍照手机的原因吧、还有的就是下软件下不了、wifi好使的、到手快到一周了里面就没下几个软件、手感还是很好的、不贴膜不带套手感贼好、但是还是带套比较安全一点的、后屏碎一下可就是3000块钱阿、我睡觉的时候都不敢把手机放在身边我怕它爆炸但是好几天了、手机电池也没发生什么变化、希望我不是那个点背的人吧、有喜欢苹果的现在可以买一个毕竟便宜了那么多、还是值得购买的、,5,227,手机可以是正版非常不错便宜块钱还是不错的运行比安卓快的多照相没有号可能是是拍照手机的原因吧还有的就是下软件下不了好使的到手快到一周了里面就没下几个软件手感还是很好的不贴膜不带套手感贼好但是还是带套比较安全一点的后屏碎一下可就是块钱阿我睡觉的时候都不敢把手机放在身边我怕它爆炸但是好几天了手机电池也没发生什么变化希望我不是那个点背的人吧有喜欢苹果的现在可以买一个毕竟便宜了那么多还是值得购买的,块钱 便宜 软件 变化 手感 睡觉 手机电池 放在 不敢 安全 一周 几个 原因 不了 手机
2830,以前在京东买个6x，用着还可以，又买了个7x，刚收到，不知道，这款怎么样！送了手机壳，没有贴出厂膜！,4,50,以前在京东买个用着还可以又买了个刚收到不知道这款怎么样送了手机壳没有贴出厂膜,出厂 买个 知道 收到 没有 京东 手机
2831,货已收到，很高档的配置，很好！谢谢！,5,18,货已收到很高档的配置很好谢谢,谢谢 配置 收到
2832,物流挺快的，质量挺好的京东值得信赖,5,17,物流挺快的质量挺好的京东值得信赖,挺快 信赖 质量 值得 物流 京东
2833,送的东西挺多，给老婆用的，老婆很喜欢,5,18,送的东西挺多给老婆用的老婆很喜欢,老婆 东西 喜欢
2834,没想到买个手机用这么大个箱子运来的，而且里面装满了气袋，货物打包的太用心了，快递送的也快，快递小哥服务态度也很好，必须好评,5,61,没想到买个手机用这么大个箱子运来的而且里面装满了气袋货物打包的太用心了快递送的也快快递小哥服务态度也很好必须好评,货物 快快 必须 买个 没想到 服务态度 里面 好评 手机
2835,初步感觉还可以，手机挺流畅的，玩吃鸡飞车没问题，感受较好,5,28,初步感觉还可以手机挺流畅的玩吃鸡飞车没问题感受较好,感受 吃鸡 问题 流畅 感觉 手机
2836,选了很久 最终决定入手iPhone8   朋友说我为毛不买X我说不喜欢刘海屏 为什么不买8p 我说心里话 我一直感觉iPhone的5678才是亲儿子&mdash;带P的有点怪怪的 屏幕大手感也一般  为啥不买128的7   电子产品买新不买旧    都说7和8差别不大  嘿嘿  大不大用了以后才知道    不管怎么说 入手苹果8金色版   跟其他以往的的苹果金的颜色不一样  更能抓住人的眼球！到手惊艳  喜欢  也一如既往的信任京东,5,218,选了很久 最终决定入手 朋友说我为毛不买我说不喜欢刘海屏 为什么不买 我说心里话 我一直感觉的才是亲儿子带的有点怪怪的 屏幕大手感也一般 为啥不买的 电子产品买新不买旧 都说和差别不大 嘿嘿 大不大用了以后才知道 不管怎么说 入手苹果金色版 跟其他以往的的苹果金的颜色不一样 更能抓住人的眼球到手惊艳 喜欢 也一如既往的信任京东,入手 苹果 最终 差别 喜欢 决定 金色 信任 一如既往 刘海屏 惊艳 朋友 颜色 到手 以后
2837,感觉还挺好的，物流也很快,5,12,感觉还挺好的物流也很快,物流 很快 感觉
2838,东西还不错,5,5,东西还不错,东西 不错
2839,满意,5,2,满意,满意
2840,很好,5,2,很好,
2841,"特别好看，老婆很喜欢，性能强劲，颜值上镜！支持华为，我荣耀8换成了荣耀V10，我媳妇麦芒换成了荣耀play,我弟用的mate10。支持国产，愿华为手机越来越强！",5,80,特别好看老婆很喜欢性能强劲颜值上镜支持华为我荣耀换成了荣耀我媳妇麦芒换成了荣耀我弟用的支持国产愿华为手机越来越强,换成 荣耀 支持 强劲 媳妇 老婆 越来越 国产 颜值 华为 性能 特别 好看 喜欢 手机
2842,功能强大，能连电脑显示器，速度快。,5,17,功能强大能连电脑显示器速度快,功能强大 电脑 速度
2843,反应有点慢，我是买给老头子用的，要是反应快点就可以了,5,26,反应有点慢我是买给老头子用的要是反应快点就可以了,反应
